Question_No,Question,Acceptance,isPremium,Difficulty,Question_Link,Solution
1547, Minimum Cost to Cut a Stick,61.70%,FALSE,Hard,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/description,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/solutions
1548, The Most Similar Path in a Graph,59.20%,TRUE,Hard,https://leetcode.com/problems/the-most-similar-path-in-a-graph/description,https://leetcode.com/problems/the-most-similar-path-in-a-graph/solutions
1549, The Most Recent Orders for Each Product,64.80%,TRUE,Medium,https://leetcode.com/problems/the-most-recent-orders-for-each-product/description,https://leetcode.com/problems/the-most-recent-orders-for-each-product/solutions
1550, Three Consecutive Odds,68.30%,FALSE,Easy,https://leetcode.com/problems/three-consecutive-odds/description,https://leetcode.com/problems/three-consecutive-odds/solutions
1551, Minimum Operations to Make Array Equal,82.40%,FALSE,Medium,https://leetcode.com/problems/minimum-operations-to-make-array-equal/description,https://leetcode.com/problems/minimum-operations-to-make-array-equal/solutions
1552, Magnetic Force Between Two Balls,71.10%,FALSE,Medium,https://leetcode.com/problems/magnetic-force-between-two-balls/description,https://leetcode.com/problems/magnetic-force-between-two-balls/solutions
1553, Minimum Number of Days to Eat N Oranges,35.50%,FALSE,Hard,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/description,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/solutions
1554, Strings Differ by One Character,41.60%,TRUE,Medium,https://leetcode.com/problems/strings-differ-by-one-character/description,https://leetcode.com/problems/strings-differ-by-one-character/solutions
1555, Bank Account Summary,51.30%,TRUE,Medium,https://leetcode.com/problems/bank-account-summary/description,https://leetcode.com/problems/bank-account-summary/solutions
1556, Thousand Separator,53.80%,FALSE,Easy,https://leetcode.com/problems/thousand-separator/description,https://leetcode.com/problems/thousand-separator/solutions
1557, Minimum Number of Vertices to Reach All Nodes,81.00%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/description,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/solutions
1558, Minimum Numbers of Function Calls to Make Target Array,63.60%,FALSE,Medium,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/description,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/solutions
1559, Detect Cycles in 2D Grid,48.90%,FALSE,Medium,https://leetcode.com/problems/detect-cycles-in-2d-grid/description,https://leetcode.com/problems/detect-cycles-in-2d-grid/solutions
1560, Most Visited Sector in a Circular Track,59.00%,FALSE,Easy,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/description,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/solutions
1561, Maximum Number of Coins You Can Get,84.50%,FALSE,Medium,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/description,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/solutions
1562, Find Latest Group of Size M,43.00%,FALSE,Medium,https://leetcode.com/problems/find-latest-group-of-size-m/description,https://leetcode.com/problems/find-latest-group-of-size-m/solutions
1563, Stone Game V,41.20%,FALSE,Hard,https://leetcode.com/problems/stone-game-v/description,https://leetcode.com/problems/stone-game-v/solutions
1564, Put Boxes Into the Warehouse I,67.40%,TRUE,Medium,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/description,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/solutions
1565, Unique Orders and Customers Per Month,82.10%,TRUE,Easy,https://leetcode.com/problems/unique-orders-and-customers-per-month/description,https://leetcode.com/problems/unique-orders-and-customers-per-month/solutions
1566, Detect Pattern of Length M Repeated K or More Times,43.40%,TRUE,Easy,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/description,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/solutions
1567, Maximum Length of Subarray With Positive Product,44.30%,FALSE,Medium,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/description,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/solutions
1568, Minimum Number of Days to Disconnect Island,59.80%,FALSE,Hard,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/description,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/solutions
1569, Number of Ways to Reorder Array to Get Same BST,53.60%,FALSE,Hard,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/description,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/solutions
1570, Dot Product of Two Sparse Vectors,89.90%,TRUE,Medium,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/description,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/solutions
1571, Warehouse Manager,87.60%,TRUE,Easy,https://leetcode.com/problems/warehouse-manager/description,https://leetcode.com/problems/warehouse-manager/solutions
1572, Matrix Diagonal Sum,83.20%,FALSE,Easy,https://leetcode.com/problems/matrix-diagonal-sum/description,https://leetcode.com/problems/matrix-diagonal-sum/solutions
1573, Number of Ways to Split a String,33.60%,FALSE,Medium,https://leetcode.com/problems/number-of-ways-to-split-a-string/description,https://leetcode.com/problems/number-of-ways-to-split-a-string/solutions
1574, Shortest Subarray to be Removed to Make Array Sorted,38.10%,FALSE,Medium,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/description,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/solutions
1575, Count All Possible Routes,65.20%,FALSE,Hard,https://leetcode.com/problems/count-all-possible-routes/description,https://leetcode.com/problems/count-all-possible-routes/solutions
1576, Replace All ?'s to Avoid Consecutive Repeating Characters,46.10%,FALSE,Easy,https://leetcode.com/problems/replace-all-?'s-to-avoid-consecutive-repeating-characters/description,https://leetcode.com/problems/replace-all-?'s-to-avoid-consecutive-repeating-characters/solutions
1577, Number of Ways Where Square of Number Is Equal to Product of Two Numbers,41.50%,FALSE,Medium,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/description,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/solutions
1578, Minimum Time to Make Rope Colorful,63.70%,FALSE,Medium,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/description,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/solutions
1579, Remove Max Number of Edges to Keep Graph Fully Traversable,70.80%,FALSE,Hard,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/description,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/solutions
1580, Put Boxes Into the Warehouse II,66.00%,TRUE,Medium,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/description,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/solutions
1581, Customer Who Visited but Did Not Make Any Transactions,68.00%,FALSE,Easy,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/description,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/solutions
1582, Special Positions in a Binary Matrix,68.70%,FALSE,Easy,https://leetcode.com/problems/special-positions-in-a-binary-matrix/description,https://leetcode.com/problems/special-positions-in-a-binary-matrix/solutions
1583, Count Unhappy Friends,61.70%,FALSE,Medium,https://leetcode.com/problems/count-unhappy-friends/description,https://leetcode.com/problems/count-unhappy-friends/solutions
1584, Min Cost to Connect All Points,67.50%,FALSE,Medium,https://leetcode.com/problems/min-cost-to-connect-all-points/description,https://leetcode.com/problems/min-cost-to-connect-all-points/solutions
1585, Check If String Is Transformable With Substring Sort Operations,48.70%,FALSE,Hard,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/description,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/solutions
1586, Binary Search Tree Iterator II,62.40%,TRUE,Medium,https://leetcode.com/problems/binary-search-tree-iterator-ii/description,https://leetcode.com/problems/binary-search-tree-iterator-ii/solutions
1587, Bank Account Summary II,83.40%,FALSE,Easy,https://leetcode.com/problems/bank-account-summary-ii/description,https://leetcode.com/problems/bank-account-summary-ii/solutions
1588, Sum of All Odd Length Subarrays,83.20%,FALSE,Easy,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/description,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/solutions
1589, Maximum Sum Obtained of Any Permutation,38.50%,FALSE,Medium,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/description,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/solutions
1590, Make Sum Divisible by P,29.20%,FALSE,Medium,https://leetcode.com/problems/make-sum-divisible-by-p/description,https://leetcode.com/problems/make-sum-divisible-by-p/solutions
1591, Strange Printer II,59.50%,FALSE,Hard,https://leetcode.com/problems/strange-printer-ii/description,https://leetcode.com/problems/strange-printer-ii/solutions
1592, Rearrange Spaces Between Words,43.40%,FALSE,Easy,https://leetcode.com/problems/rearrange-spaces-between-words/description,https://leetcode.com/problems/rearrange-spaces-between-words/solutions
1593, Split a String Into the Max Number of Unique Substrings,56.90%,FALSE,Medium,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/description,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/solutions
1594, Maximum Non Negative Product in a Matrix,34.00%,FALSE,Medium,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/description,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/solutions
1595, Minimum Cost to Connect Two Groups of Points,48.40%,FALSE,Hard,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/description,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/solutions
1596, The Most Frequently Ordered Products for Each Customer,78.40%,TRUE,Medium,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/description,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/solutions
1597, Build Binary Expression Tree From Infix Expression,62.50%,TRUE,Hard,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/description,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/solutions
1598, Crawler Log Folder,71.80%,FALSE,Easy,https://leetcode.com/problems/crawler-log-folder/description,https://leetcode.com/problems/crawler-log-folder/solutions
1599, Maximum Profit of Operating a Centennial Wheel,44.30%,FALSE,Medium,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/description,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/solutions
1600, Throne Inheritance,65.40%,FALSE,Medium,https://leetcode.com/problems/throne-inheritance/description,https://leetcode.com/problems/throne-inheritance/solutions
1601, Maximum Number of Achievable Transfer Requests,64.50%,FALSE,Hard,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/description,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/solutions
1602, Find Nearest Right Node in Binary Tree,75.40%,TRUE,Medium,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/description,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/solutions
1603, Design Parking System,88.00%,FALSE,Easy,https://leetcode.com/problems/design-parking-system/description,https://leetcode.com/problems/design-parking-system/solutions
1604, Alert Using Same Key-Card Three or More Times in a One Hour Period,46.00%,FALSE,Medium,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/description,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/solutions
1605, Find Valid Matrix Given Row and Column Sums,83.10%,FALSE,Medium,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/description,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/solutions
1606, Find Servers That Handled Most Number of Requests,43.70%,FALSE,Hard,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/description,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/solutions
1607, Sellers With No Sales,54.30%,TRUE,Easy,https://leetcode.com/problems/sellers-with-no-sales/description,https://leetcode.com/problems/sellers-with-no-sales/solutions
1608, Special Array With X Elements Greater Than or Equal X,66.90%,FALSE,Easy,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/description,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/solutions
1609, Even Odd Tree,66.00%,FALSE,Medium,https://leetcode.com/problems/even-odd-tree/description,https://leetcode.com/problems/even-odd-tree/solutions
1610, Maximum Number of Visible Points,37.40%,FALSE,Hard,https://leetcode.com/problems/maximum-number-of-visible-points/description,https://leetcode.com/problems/maximum-number-of-visible-points/solutions
1611, Minimum One Bit Operations to Make Integers Zero,74.00%,FALSE,Hard,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/description,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/solutions
1612, Check If Two Expression Trees are Equivalent,70.70%,TRUE,Medium,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/description,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/solutions
1613, Find the Missing IDs,73.00%,TRUE,Medium,https://leetcode.com/problems/find-the-missing-ids/description,https://leetcode.com/problems/find-the-missing-ids/solutions
1614, Maximum Nesting Depth of the Parentheses,84.00%,FALSE,Easy,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/description,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/solutions
1615, Maximal Network Rank,65.20%,FALSE,Medium,https://leetcode.com/problems/maximal-network-rank/description,https://leetcode.com/problems/maximal-network-rank/solutions
1616, Split Two Strings to Make Palindrome,31.10%,FALSE,Medium,https://leetcode.com/problems/split-two-strings-to-make-palindrome/description,https://leetcode.com/problems/split-two-strings-to-make-palindrome/solutions
1617, Count Subtrees With Max Distance Between Cities,66.40%,FALSE,Hard,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/description,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/solutions
1618, Maximum Font to Fit a Sentence in a Screen,61.10%,TRUE,Medium,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/description,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/solutions
1619, Mean of Array After Removing Some Elements,69.20%,FALSE,Easy,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/description,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/solutions
1634, Add Two Polynomials Represented as Linked Lists,60.40%,TRUE,Medium,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/description,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/solutions
1635, Hopper Company Queries I,47.80%,TRUE,Hard,https://leetcode.com/problems/hopper-company-queries-i/description,https://leetcode.com/problems/hopper-company-queries-i/solutions
1636, Sort Array by Increasing Frequency,79.90%,FALSE,Easy,https://leetcode.com/problems/sort-array-by-increasing-frequency/description,https://leetcode.com/problems/sort-array-by-increasing-frequency/solutions
1637, Widest Vertical Area Between Two Points Containing No Points,87.40%,FALSE,Easy,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/description,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/solutions
1638, Count Substrings That Differ by One Character,71.40%,FALSE,Medium,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/description,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/solutions
1639, Number of Ways to Form a Target String Given a Dictionary,50.80%,FALSE,Hard,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/description,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/solutions
1640, Check Array Formation Through Concatenation,56.70%,FALSE,Easy,https://leetcode.com/problems/check-array-formation-through-concatenation/description,https://leetcode.com/problems/check-array-formation-through-concatenation/solutions
1641, Count Sorted Vowel Strings,78.60%,FALSE,Medium,https://leetcode.com/problems/count-sorted-vowel-strings/description,https://leetcode.com/problems/count-sorted-vowel-strings/solutions
1642, Furthest Building You Can Reach,49.90%,FALSE,Medium,https://leetcode.com/problems/furthest-building-you-can-reach/description,https://leetcode.com/problems/furthest-building-you-can-reach/solutions
1643, Kth Smallest Instructions,48.40%,FALSE,Hard,https://leetcode.com/problems/kth-smallest-instructions/description,https://leetcode.com/problems/kth-smallest-instructions/solutions
1644, Lowest Common Ancestor of a Binary Tree II,65.10%,TRUE,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/description,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/solutions
1645, Hopper Company Queries II,39.20%,TRUE,Hard,https://leetcode.com/problems/hopper-company-queries-ii/description,https://leetcode.com/problems/hopper-company-queries-ii/solutions
1646, Get Maximum in Generated Array,50.60%,FALSE,Easy,https://leetcode.com/problems/get-maximum-in-generated-array/description,https://leetcode.com/problems/get-maximum-in-generated-array/solutions
1647, Minimum Deletions to Make Character Frequencies Unique,61.30%,FALSE,Medium,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/description,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/solutions
1648, Sell Diminishing-Valued Colored Balls,30.00%,FALSE,Medium,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/description,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/solutions
1649, Create Sorted Array through Instructions,39.30%,FALSE,Hard,https://leetcode.com/problems/create-sorted-array-through-instructions/description,https://leetcode.com/problems/create-sorted-array-through-instructions/solutions
1650, Lowest Common Ancestor of a Binary Tree III,80.40%,TRUE,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/description,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/solutions
1651, Hopper Company Queries III,65.40%,TRUE,Hard,https://leetcode.com/problems/hopper-company-queries-iii/description,https://leetcode.com/problems/hopper-company-queries-iii/solutions
1652, Defuse the Bomb,66.80%,FALSE,Easy,https://leetcode.com/problems/defuse-the-bomb/description,https://leetcode.com/problems/defuse-the-bomb/solutions
1653, Minimum Deletions to Make String Balanced,65.80%,FALSE,Medium,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/description,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/solutions
1654, Minimum Jumps to Reach Home,29.60%,FALSE,Medium,https://leetcode.com/problems/minimum-jumps-to-reach-home/description,https://leetcode.com/problems/minimum-jumps-to-reach-home/solutions
1655, Distribute Repeating Integers,39.70%,FALSE,Hard,https://leetcode.com/problems/distribute-repeating-integers/description,https://leetcode.com/problems/distribute-repeating-integers/solutions
1656, Design an Ordered Stream,84.40%,FALSE,Easy,https://leetcode.com/problems/design-an-ordered-stream/description,https://leetcode.com/problems/design-an-ordered-stream/solutions
1657, Determine if Two Strings Are Close,54.40%,FALSE,Medium,https://leetcode.com/problems/determine-if-two-strings-are-close/description,https://leetcode.com/problems/determine-if-two-strings-are-close/solutions
1658, Minimum Operations to Reduce X to Zero,39.80%,FALSE,Medium,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/description,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/solutions
1659, Maximize Grid Happiness,40.00%,FALSE,Hard,https://leetcode.com/problems/maximize-grid-happiness/description,https://leetcode.com/problems/maximize-grid-happiness/solutions
1660, Correct a Binary Tree,74.40%,TRUE,Medium,https://leetcode.com/problems/correct-a-binary-tree/description,https://leetcode.com/problems/correct-a-binary-tree/solutions
1661, Average Time of Process per Machine,68.30%,FALSE,Easy,https://leetcode.com/problems/average-time-of-process-per-machine/description,https://leetcode.com/problems/average-time-of-process-per-machine/solutions
1662, Check If Two String Arrays are Equivalent,85.60%,FALSE,Easy,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/description,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/solutions
1663, Smallest String With A Given Numeric Value,66.90%,FALSE,Medium,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/description,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/solutions
1664, Ways to Make a Fair Array,63.80%,FALSE,Medium,https://leetcode.com/problems/ways-to-make-a-fair-array/description,https://leetcode.com/problems/ways-to-make-a-fair-array/solutions
1665, Minimum Initial Energy to Finish Tasks,58.50%,FALSE,Hard,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/description,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/solutions
1666, Change the Root of a Binary Tree,74.20%,TRUE,Medium,https://leetcode.com/problems/change-the-root-of-a-binary-tree/description,https://leetcode.com/problems/change-the-root-of-a-binary-tree/solutions
1667, Fix Names in a Table,61.40%,FALSE,Easy,https://leetcode.com/problems/fix-names-in-a-table/description,https://leetcode.com/problems/fix-names-in-a-table/solutions
1668, Maximum Repeating Substring,38.90%,FALSE,Easy,https://leetcode.com/problems/maximum-repeating-substring/description,https://leetcode.com/problems/maximum-repeating-substring/solutions
1669, Merge In Between Linked Lists,81.80%,FALSE,Medium,https://leetcode.com/problems/merge-in-between-linked-lists/description,https://leetcode.com/problems/merge-in-between-linked-lists/solutions
1670, Design Front Middle Back Queue,56.80%,FALSE,Medium,https://leetcode.com/problems/design-front-middle-back-queue/description,https://leetcode.com/problems/design-front-middle-back-queue/solutions
1671, Minimum Number of Removals to Make Mountain Array,42.10%,FALSE,Hard,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array/description,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array/solutions
1672, Richest Customer Wealth,88.30%,FALSE,Easy,https://leetcode.com/problems/richest-customer-wealth/description,https://leetcode.com/problems/richest-customer-wealth/solutions
1673, Find the Most Competitive Subsequence,50.90%,FALSE,Medium,https://leetcode.com/problems/find-the-most-competitive-subsequence/description,https://leetcode.com/problems/find-the-most-competitive-subsequence/solutions
1674, Minimum Moves to Make Array Complementary,40.50%,FALSE,Medium,https://leetcode.com/problems/minimum-moves-to-make-array-complementary/description,https://leetcode.com/problems/minimum-moves-to-make-array-complementary/solutions
1675, Minimize Deviation in Array,54.00%,FALSE,Hard,https://leetcode.com/problems/minimize-deviation-in-array/description,https://leetcode.com/problems/minimize-deviation-in-array/solutions
1676, Lowest Common Ancestor of a Binary Tree IV,78.50%,TRUE,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv/description,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv/solutions
1677, Product's Worth Over Invoices,38.30%,TRUE,Easy,https://leetcode.com/problems/product's-worth-over-invoices/description,https://leetcode.com/problems/product's-worth-over-invoices/solutions
1678, Goal Parser Interpretation,87.40%,FALSE,Easy,https://leetcode.com/problems/goal-parser-interpretation/description,https://leetcode.com/problems/goal-parser-interpretation/solutions
1679, Max Number of K-Sum Pairs,55.20%,FALSE,Medium,https://leetcode.com/problems/max-number-of-k-sum-pairs/description,https://leetcode.com/problems/max-number-of-k-sum-pairs/solutions
1680, Concatenation of Consecutive Binary Numbers,57.20%,FALSE,Medium,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers/description,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers/solutions
1681, Minimum Incompatibility,39.10%,FALSE,Hard,https://leetcode.com/problems/minimum-incompatibility/description,https://leetcode.com/problems/minimum-incompatibility/solutions
1682, Longest Palindromic Subsequence II,50.20%,TRUE,Medium,https://leetcode.com/problems/longest-palindromic-subsequence-ii/description,https://leetcode.com/problems/longest-palindromic-subsequence-ii/solutions
1683, Invalid Tweets,85.50%,FALSE,Easy,https://leetcode.com/problems/invalid-tweets/description,https://leetcode.com/problems/invalid-tweets/solutions
1684, Count the Number of Consistent Strings,88.10%,FALSE,Easy,https://leetcode.com/problems/count-the-number-of-consistent-strings/description,https://leetcode.com/problems/count-the-number-of-consistent-strings/solutions
1685, Sum of Absolute Differences in a Sorted Array,68.30%,FALSE,Medium,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/description,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/solutions
1686, Stone Game VI,57.90%,FALSE,Medium,https://leetcode.com/problems/stone-game-vi/description,https://leetcode.com/problems/stone-game-vi/solutions
1687, Delivering Boxes from Storage to Ports,39.30%,FALSE,Hard,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports/description,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports/solutions
1688, Count of Matches in Tournament,85.70%,FALSE,Easy,https://leetcode.com/problems/count-of-matches-in-tournament/description,https://leetcode.com/problems/count-of-matches-in-tournament/solutions
1689, Partitioning Into Minimum Number Of Deci-Binary Numbers,88.70%,FALSE,Medium,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/description,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/solutions
1690, Stone Game VII,58.20%,FALSE,Medium,https://leetcode.com/problems/stone-game-vii/description,https://leetcode.com/problems/stone-game-vii/solutions
1691, Maximum Height by Stacking Cuboids,58.40%,FALSE,Hard,https://leetcode.com/problems/maximum-height-by-stacking-cuboids/description,https://leetcode.com/problems/maximum-height-by-stacking-cuboids/solutions
1692, Count Ways to Distribute Candies,62.60%,TRUE,Hard,https://leetcode.com/problems/count-ways-to-distribute-candies/description,https://leetcode.com/problems/count-ways-to-distribute-candies/solutions
1693, Daily Leads and Partners,86.50%,FALSE,Easy,https://leetcode.com/problems/daily-leads-and-partners/description,https://leetcode.com/problems/daily-leads-and-partners/solutions
1694, Reformat Phone Number,66.40%,FALSE,Easy,https://leetcode.com/problems/reformat-phone-number/description,https://leetcode.com/problems/reformat-phone-number/solutions
1695, Maximum Erasure Value,58.50%,FALSE,Medium,https://leetcode.com/problems/maximum-erasure-value/description,https://leetcode.com/problems/maximum-erasure-value/solutions
1696, Jump Game VI,45.70%,FALSE,Medium,https://leetcode.com/problems/jump-game-vi/description,https://leetcode.com/problems/jump-game-vi/solutions
1697, Checking Existence of Edge Length Limited Paths,62.60%,FALSE,Hard,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/description,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/solutions
1698, Number of Distinct Substrings in a String,64.60%,TRUE,Medium,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string/description,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string/solutions
1699, Number of Calls Between Two Persons,81.10%,TRUE,Medium,https://leetcode.com/problems/number-of-calls-between-two-persons/description,https://leetcode.com/problems/number-of-calls-between-two-persons/solutions
1700, Number of Students Unable to Eat Lunch,78.40%,FALSE,Easy,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/description,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/solutions
1701, Average Waiting Time,73.10%,FALSE,Medium,https://leetcode.com/problems/average-waiting-time/description,https://leetcode.com/problems/average-waiting-time/solutions
1702, Maximum Binary String After Change,47.00%,FALSE,Medium,https://leetcode.com/problems/maximum-binary-string-after-change/description,https://leetcode.com/problems/maximum-binary-string-after-change/solutions
1703, Minimum Adjacent Swaps for K Consecutive Ones,42.50%,FALSE,Hard,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/description,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/solutions
1704, Determine if String Halves Are Alike,78.70%,FALSE,Easy,https://leetcode.com/problems/determine-if-string-halves-are-alike/description,https://leetcode.com/problems/determine-if-string-halves-are-alike/solutions
1705, Maximum Number of Eaten Apples,39.60%,FALSE,Medium,https://leetcode.com/problems/maximum-number-of-eaten-apples/description,https://leetcode.com/problems/maximum-number-of-eaten-apples/solutions
1706, Where Will the Ball Fall,71.90%,FALSE,Medium,https://leetcode.com/problems/where-will-the-ball-fall/description,https://leetcode.com/problems/where-will-the-ball-fall/solutions
1707, Maximum XOR With an Element From Array,51.90%,FALSE,Hard,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/description,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/solutions
1708, Largest Subarray Length K,65.20%,TRUE,Easy,https://leetcode.com/problems/largest-subarray-length-k/description,https://leetcode.com/problems/largest-subarray-length-k/solutions
